customer_id,row_index,full_name,age,gender,city,education,employment_status,annual_income_try,credit_score,tenure_months,monthly_spend_try,support_calls_90d,contract_type,payment_method,signup_date,last_login_days_ago,marketing_consent,device_type,churn
CUS-100461,462,Merve Koç,37,KADIN,antalya,Ön Lisans,tam zamanli,46989,432,27,371,0,2 Yıllık,EFT,2018-12-07,4,Yes,web ,0
CUS-102139,2140,Ali Şahin,56,Kadın,İstanbul,Doktora,Self-employed,51297,624,50,837,2,Aylık,,2019-12-11,8,Evet,web ,0
CUS-100409,410,Elif Kaya,41,Diğer,BURSA,Ön Lisans,İşsiz,31095,585,67,2507,3,Taahhütsüz,Otomatik Ödeme,,6,EVET,Tablet,0
CUS-101659,1660,Mehmet Kaya,,Erkek,antalya,lisans ,tam zamanli,19557,701,114,1101,4,24 AY,EFT,2020-09-13,10,,Tablet,0
CUS-100621,622,Zeynep Yılmaz,51,Female,,Yüksek Lisans,İşsiz,35670,662,62,265,6,Taahhütsüz,PayPal,2018-08-11,7,EVET,web ,0
CUS-100867,868,Mehmet Şahin,13,Diğer,Izmir,Y. Lisans,,43899,724,29,2483,0,1 Yıllık,EFT,,9,Hayır,Unknown,0
CUS-101947,1948,Merve Yılmaz,37,kadın,ISTANBUL,Lisans,Öğrenci,104775,587,118,1509,0,Aylık,EFT,2017-01-26,6,Yes,Web,0
CUS-100475,476,Can Koç,42,Erkek,Antalya,Lisans,İşsiz,33127,618,120,54,2,2 Yıllık,Nakit,2017-11-07,2,0,Unknown,0
CUS-101655,1656,Mehmet Arslan,37,Male,Antalya,Doktora,tam zamanli,,,15,,1,aylik,PayPal,2023-08-19,44,,web ,0
CUS-100570,571,Ali Yılmaz,2,Belirtmek istemiyor,Gaziantep,Bilinmiyor,Öğrenci,61772,679,5,332,0,2 Yıllık,Kredi Kartı,,2,Hayır,Web,0
CUS-100450,451,Zeynep Koç,38,erkek,ankara ,Ön Lisans,Yarı Zamanlı,54895,592,96,2318,4,Taahhütsüz,EFT,2025-10-06,13,hayir,android,0
CUS-101561,1562,Burak Koç,35,Male,Gaziantep,Ön Lisans,İşsiz,53254,564,71,1779,4,2 Yıllık,Banka Havalesi,2017-05-01,5,0,IOS,0
CUS-101851,1852,Merve Demir,29,kadın,,Doktora,Öğrenci,15641,628,99,,0,24 AY,kredi karti,2023-08-24,3,1,Tablet,0
CUS-101256,1257,Can Demir,49,erkek,Ankara,lisans ,Yarı Zamanlı,,625,99,2567,1,12 ay,Kredi Kartı,2023-03-07,3,Yes,Tablet,0
CUS-100795,796,Ali Kurt,22,erkek,ISTANBUL,Lise,Serbest,,528,90,2591,0,1 Yıllık,PayPal,2020-09-26,2,Evet,Tablet,0
CUS-100789,790,Derya Aydın,40,Belirtmek istemiyor,Ankara,Ön Lisans,Serbest,60045,617,102,,,aylik,Banka Havalesi,2018-07-10,4,Yes,Tablet,0
CUS-102146,2147,Derya Koç,23,Erkek,Izmir,Lisans,,20520,531,2,411,3,Taahhütsüz,otomatik odeme,2025-01-07,5,Evet,iOS,0
CUS-102055,2056,Can Yılmaz,45,Male,Bursa,Lise,,648000,669,73,500,1,12 ay,Otomatik Ödeme,2022-10-19,5,1,web ,0
CUS-100423,424,Mehmet Koç,,Belirtmek istemiyor,Antalya,Lise,İşsiz,21304,760,81,1950,0,Aylık,Nakit,2024-06-14,12,Evet,iOS,0
CUS-100237,238,Mehmet Kaya,52,Erkek,,Lisans,İşsiz,56048,677,64,1235,0,Taahhütsüz,EFT,2019-11-07,11,Evet,Tablet,0
CUS-101944,1945,Zeynep Arslan,17,Female,Ankara,lisans ,,64561,632,97,2051,0,12 ay,Otomatik Ödeme,2024-08-15,,Yes,Unknown,0
CUS-102089,2090,Burak Çelik,42,Kadın,,lisans ,Part-time,,686,20,1726,2,Aylık,Nakit,2023-12-17,11,EVET,IOS,0
CUS-101719,1720,Can Demir,38,Kadın,antalya,Lise,İşsiz,23671,621,102,50,,2 Yıllık,kredi karti,2022-10-14,6,Evet,Android,0
CUS-100152,153,Ayşe Aydın,30,Belirtmek istemiyor,istanbul,Doktora,Yarı Zamanlı,54716,,57,1703,2,Aylık,Otomatik Ödeme,2025-12-20,15,EVET,web ,0
CUS-102018,2019,Ayşe Şahin,55,Diğer,ISTANBUL,,Part-time,56251,889,17,1187,5,12 ay,Kredi Kartı,2025-08-05,2,hayir,iOS,0
CUS-100592,593,Ayşe Arslan,69,erkek,ISTANBUL,Lise,Part-time,8639,609,102,1747,1,2 Yıllık,Otomatik Ödeme,2017-10-04,4,No,android,0
CUS-100243,244,Can Arslan,58,Male,Gaziantep,Ön Lisans,Tam Zamanlı,42851,,16,964,2,aylik,EFT,2017-03-26,7,EVET,Tablet,0
CUS-100188,189,Can Öz,43,Kadın,BURSA,lisans ,Serbest,16131,725,80,2413,2,2 Yıllık,kredi karti,2017-11-15,4,hayir,IOS,0
CUS-100387,388,Derya Kaya,64,Belirtmek istemiyor,Bursa,Bilinmiyor,Öğrenci,48088,644,83,2380,1,1 Yıllık,Nakit,2024-12-28,3,1,Web,0
CUS-100799,800,Emre Arslan,22,Belirtmek istemiyor,ISTANBUL,Y. Lisans,Yarı Zamanlı,53800,609,30,2815,1,2 Yıllık,Kredi Kartı,2024-11-10,2,1,IOS,0
CUS-102002,2003,Zeynep Öz,26,Male,ISTANBUL,Doktora,İşsiz,94893,747,83,2370,3,1 Yıllık,kredi karti,2019-08-01,1,Evet,Web,0
CUS-100479,480,Ayşe Çelik,25,Belirtmek istemiyor,Bursa,lisans ,Emekli,21073,604,101,2091,1,Aylık,Kredi Kartı,2025-10-13,5,Yes,,0
CUS-102004,2005,Zeynep Çelik,42,kadın,Antalya,Yüksek Lisans,Self-employed,68526,696,53,1072,1,Taahhütsüz,otomatik odeme,,4,No,android,0
CUS-101525,1526,Burak Demir,40,erkek,Unknown,lisans ,Tam Zamanlı,17977,610,34,1073,0,aylik,otomatik odeme,2017-03-18,6,1,web ,0
CUS-100192,193,Can Koç,26,erkek,BURSA,Yüksek Lisans,tam zamanli,146544,573,22,910,2,24 AY,Nakit,2020-07-19,2,Evet,Web,0
CUS-100742,743,Zeynep Koç,46,Kadın,Gaziantep,Y. Lisans,Part-time,34379,807,,659,2,2 Yıllık,PayPal,2024-07-08,3,hayir,iOS,0
CUS-101810,1811,Can Koç,-7,Kadın,Ankara,Y. Lisans,İşsiz,,,59,1477,1,12 ay,Kredi Kartı,2020-07-25,5,Yes,iOS,0
CUS-101492,1493,Zeynep Şahin,30,Diğer,Gaziantep,Ön Lisans,Part-time,34012,586,32,1215,0,aylik,Nakit,2019-03-28,4,Evet,Tablet,0
CUS-101640,1641,Derya Çelik,47,KADIN,ISTANBUL,lise,Part-time,33036,632,52,1372,0,12 ay,EFT,2018-12-14,4,Hayır,web ,0
CUS-100081,82,Ayşe Şahin,42,Erkek,Bursa,Y. Lisans,İşsiz,151111,745,45,72,0,12 ay,Nakit,2025-09-10,6,Evet,Web,0
CUS-101592,1593,Ali Çelik,39,erkek,Antalya,Bilinmiyor,,42508,,117,1549,,aylik,Otomatik Ödeme,2017-03-02,16,,,0
CUS-101304,1305,Emre Kaya,41,KADIN,istanbul,Yüksek Lisans,Tam Zamanlı,11070,-120,56,50,1,1 Yıllık,Kredi Kartı,2024-05-23,4,Yes,iOS,0
CUS-101712,1713,Ali Koç,50,Kadın,Izmir,lisans ,İşsiz,34706,619,105,50,2,24 AY,Kredi Kartı,2022-08-25,,Hayır,web ,0
CUS-100041,42,Emre Kurt,58,Kadın,Unknown,Doktora,Part-time,51353,553,58,491,2,aylik,Kredi Kartı,2023-11-17,3,EVET,Web,0
CUS-100910,911,Merve Çelik,34,Erkek,Gaziantep,Y. Lisans,Emekli,30121,705,79,1000,2,Taahhütsüz,Nakit,2019-08-04,13,1,Unknown,0
CUS-100435,436,Ayşe Şahin,34,erkek,Adana,Doktora,İşsiz,61951,685,100,1177,2,aylik,Otomatik Ödeme,2020-01-03,9,No,android,0
CUS-102113,2114,Merve Şahin,38,kadın,Adana,,Emekli,22770,690,110,1594,4,12 ay,EFT,2019-04-12,8,,IOS,0
CUS-101980,1981,Mehmet Kurt,29,Female,Bursa,Lisans,Öğrenci,26745,582,18,1469,2,Aylık,otomatik odeme,2020-04-23,2,1,android,0
CUS-101413,1414,Ayşe Şahin,36,Belirtmek istemiyor,ISTANBUL,Yüksek Lisans,İşsiz,12071,427,77,1245,1,2 Yıllık,kredi karti,2025-04-20,4,,Web,0
CUS-100179,180,Ayşe Yılmaz,41,Male,antalya,lisans ,Tam Zamanlı,34538,787,21,2451,0,1 Yıllık,Nakit,2017-10-17,2,Evet,web ,0
CUS-100648,649,Emre Demir,47,Belirtmek istemiyor,Unknown,Ön Lisans,Yarı Zamanlı,56086,631,70,386,0,2 Yıllık,PayPal,2025-05-18,5,Evet,Web,0
CUS-100310,311,Can Yılmaz,43,Belirtmek istemiyor,Unknown,Bilinmiyor,Emekli,54649,646,116,2529,1,Aylık,otomatik odeme,2019-08-18,2,Yes,Unknown,0
CUS-100780,781,Derya Demir,42,Diğer,ISTANBUL,Lisans,Emekli,16789,628,55,50,0,Aylık,PayPal,2021-09-16,5,Yes,web ,0
CUS-100429,430,Emre Şahin,40,Diğer,İstanbul,Ön Lisans,Öğrenci,21439,668,113,2153,2,Taahhütsüz,PayPal,2019-12-14,31,No,IOS,0
CUS-100431,432,Burak Yılmaz,16,Kadın,Konya,Y. Lisans,Self-employed,92048,768,87,50,1,24 AY,,2019-09-16,7,EVET,IOS,0
CUS-101353,1354,Zeynep Demir,20,erkek,İzmir,Lise,Part-time,43000,610,25,1351,0,Aylık,otomatik odeme,2020-09-27,7,0,IOS,0
CUS-101821,1822,Zeynep Arslan,22,Diğer,Adana,lisans ,Serbest,82817,565,79,50,3,24 AY,EFT,2020-06-11,2,EVET,Web,0
CUS-100900,901,Elif Yılmaz,30,,Unknown,Lisans,Öğrenci,31488,653,62,958,3,12 ay,kredi karti,2022-12-21,11,hayir,Android,0
CUS-100629,630,Elif Aydın,34,KADIN,Antalya,Doktora,Emekli,63158,589,11,1814,4,24 AY,otomatik odeme,2019-05-04,9,EVET,Android,0
CUS-101062,1063,Ali Aydın,36,erkek,antalya,lise,Part-time,53850,594,118,2284,3,24 AY,Banka Havalesi,2024-02-08,7,0,iOS,0
CUS-101272,1273,Burak Koç,44,KADIN,Konya,Yüksek Lisans,Öğrenci,30200,717,109,1328,2,24 AY,Nakit,2017-07-28,7,Hayır,Tablet,0
CUS-101910,1911,Emre Öz,31,erkek,Unknown,Yüksek Lisans,Tam Zamanlı,62994,653,3,282,3,Taahhütsüz,Kredi Kartı,2018-04-04,23,EVET,IOS,0
CUS-101442,1443,Mehmet Çelik,41,Belirtmek istemiyor,Gaziantep,Doktora,tam zamanli,58476,744,81,1032,3,2 Yıllık,Banka Havalesi,2019-09-23,7,Hayır,IOS,0
CUS-101622,1623,Zeynep Arslan,49,kadın,Adana,Lise,tam zamanli,27908,663,73,,1,24 AY,Nakit,2021-04-22,5,hayir,Web,0
CUS-101230,1231,Elif Koç,56,Kadın,ISTANBUL,lise,Tam Zamanlı,73862,573,117,969,1,2 Yıllık,EFT,2018-10-07,3,1,Android,0
CUS-101024,1025,Zeynep Aydın,41,Kadın,ankara ,Y. Lisans,Yarı Zamanlı,,565,4,1916,1,12 ay,Kredi Kartı,2021-03-24,3,No,Unknown,0
CUS-100665,666,Burak Yılmaz,56,kadın,Antalya,Bilinmiyor,Emekli,,565,24,648,2,aylik,Nakit,2019-12-23,15,1,web ,0
CUS-101628,1629,Zeynep Kaya,37,Male,Izmir,Yüksek Lisans,Öğrenci,29306,704,62,1552,6,1 Yıllık,Banka Havalesi,2023-05-04,8,Hayır,Web,0
CUS-100694,695,Ali Kaya,35,erkek,Izmir,Bilinmiyor,İşsiz,75192,420,120,1361,3,Aylık,EFT,2017-02-28,3,Evet,Unknown,0
CUS-101650,1651,Derya Koç,37,KADIN,istanbul,Y. Lisans,Self-employed,104117,741,98,851,2,Aylık,Otomatik Ödeme,,3,0,web ,0
CUS-100607,608,Elif Şahin,44,,Bursa,Ön Lisans,Yarı Zamanlı,27109,,56,2183,0,Aylık,Banka Havalesi,2021-07-01,3,Hayır,Tablet,0
CUS-102067,2068,Burak Çelik,23,Kadın,ISTANBUL,Lisans,,48857,751,35,1172,1,2 Yıllık,Nakit,2025-06-15,3,Hayır,iOS,0
CUS-101381,1382,Derya Çelik,33,Male,Adana,Yüksek Lisans,İşsiz,28656,538,54,1072,0,2 Yıllık,kredi karti,2024-03-13,4,Evet,Tablet,0
CUS-101853,1854,Emre Kaya,39,erkek,BURSA,lise,Part-time,24324,554,51,2229,1,1 Yıllık,kredi karti,2025-04-26,15,0,Web,0
CUS-101855,1856,Emre Arslan,42,Erkek,İzmir,Lisans,Yarı Zamanlı,24925,858,112,1491,1,1 Yıllık,Otomatik Ödeme,2018-06-04,3,1,Unknown,0
CUS-101149,1150,Derya Şahin,48,kadın,Gaziantep,Bilinmiyor,Öğrenci,32375,736,75,2246,3,,,2017-02-10,9,,Tablet,0
CUS-100987,988,Mehmet Kurt,23,Kadın,ankara ,lise,Serbest,22317,654,50,893,2,aylik,otomatik odeme,2018-01-06,5,EVET,android,0
CUS-100734,735,Mehmet Kurt,,Kadın,ISTANBUL,,Part-time,31959,535,109,361,1,24 AY,kredi karti,2022-06-24,,hayir,android,0
CUS-101314,1315,Merve Aydın,27,Kadın,İzmir,Y. Lisans,Serbest,40325,569,72,1514,0,Taahhütsüz,Kredi Kartı,2017-05-11,26,Evet,Android,0
CUS-100754,755,Emre Kaya,58,Female,istanbul,Y. Lisans,Self-employed,18901,447,90,518,0,12 ay,,2019-04-05,9,hayir,Android,0
CUS-101299,1300,Ali Kurt,36,Erkek,,Bilinmiyor,Self-employed,107058,672,36,1152,0,Aylık,,2018-05-19,6,Hayır,android,1
CUS-100178,179,Can Yılmaz,46,kadın,ankara ,Lisans,Emekli,37011,574,87,1193,2,1 Yıllık,Banka Havalesi,2024-06-25,14,No,iOS,0
CUS-101335,1336,Emre Öz,46,Kadın,Adana,Yüksek Lisans,Part-time,,592,36,839,4,Aylık,Otomatik Ödeme,2024-06-17,7,hayir,Unknown,0
CUS-101283,1284,Derya Aydın,51,KADIN,istanbul,Lise,Tam Zamanlı,46518,777,44,1117,1,Taahhütsüz,EFT,2019-12-12,7,Evet,IOS,0
CUS-100360,361,Mehmet Kurt,55,Erkek,İzmir,Ön Lisans,Part-time,23707,616,66,444,0,1 Yıllık,otomatik odeme,2022-04-03,3,No,android,0
CUS-101760,1761,Zeynep Şahin,41,,Gaziantep,lise,Öğrenci,,638,27,1092,0,24 AY,EFT,2021-05-01,2,Evet,Tablet,0
CUS-100248,249,Emre Koç,20,Diğer,Antalya,,Öğrenci,15382,658,23,1634,0,aylik,Banka Havalesi,2018-08-05,6,1,Web,1
CUS-100954,955,Ali Kurt,24,Male,Antalya,Y. Lisans,Serbest,35659,579,88,2249,,2 Yıllık,Otomatik Ödeme,2017-09-18,4,Evet,IOS,0
CUS-100329,330,Derya Aydın,52,Erkek,ISTANBUL,Lisans,Serbest,55270,548,37,2734,2,aylik,EFT,2020-07-04,7,0,android,0
CUS-101177,1178,Derya Çelik,24,Erkek,Antalya,Lisans,Emekli,31119,646,76,2267,0,2 Yıllık,Nakit,,5,hayir,Tablet,0
CUS-102105,2106,Elif Arslan,54,Kadın,Unknown,Doktora,Serbest,84374,689,23,1971,0,12 ay,Nakit,2025-09-22,,EVET,iOS,0
CUS-101556,1557,Can Yılmaz,56,Male,Gaziantep,Lisans,tam zamanli,38711,652,36,1727,0,12 ay,EFT,2025-08-05,,Yes,Android,0
CUS-100741,742,Ayşe Öz,44,KADIN,İstanbul,Ön Lisans,İşsiz,,749,91,2219,0,aylik,kredi karti,2025-11-08,1,0,android,0
CUS-102136,2137,Can Şahin,36,kadın,ISTANBUL,,Part-time,11029,634,30,,0,1 Yıllık,Otomatik Ödeme,2023-08-09,,Hayır,,0
CUS-102084,2085,Ayşe Kaya,16,Kadın,Unknown,lisans ,Yarı Zamanlı,109188,545,45,1961,2,1 Yıllık,PayPal,2023-12-06,9,0,IOS,0
CUS-101645,1646,Burak Çelik,22,Belirtmek istemiyor,Unknown,Ön Lisans,tam zamanli,48187,741,52,1647,0,aylik,otomatik odeme,2018-11-14,10,Hayır,Android,0
CUS-102033,2034,Burak Şahin,52,erkek,Adana,Doktora,İşsiz,27525,691,13,1398,1,24 AY,Otomatik Ödeme,,10,No,Web,0
CUS-101003,1004,Mehmet Kurt,69,Erkek,Adana,Lisans,Öğrenci,20912,730,96,1382,1,1 Yıllık,kredi karti,2018-04-13,1,hayir,Web,0
CUS-100970,971,Zeynep Kurt,30,Diğer,Konya,Doktora,İşsiz,48606,652,6,1661,1,12 ay,Kredi Kartı,20/10/2025,3,hayir,Web,0
CUS-101554,1555,Mehmet Şahin,47,Belirtmek istemiyor,,Lisans,Yarı Zamanlı,39363,615,92,2415,2,2 Yıllık,,2019-07-15,,No,Unknown,0
CUS-100785,786,Ayşe Öz,26,Male,istanbul,Doktora,Öğrenci,107965,682,62,2187,1,1 Yıllık,Nakit,2021-03-23,9,Hayır,Web,0
CUS-101390,1391,Mehmet Şahin,29,Diğer,Bursa,Lise,Serbest,,631,113,2348,0,24 AY,PayPal,2023-12-21,11,1,Android,0
CUS-100766,767,Elif Arslan,39,Diğer,istanbul,Doktora,Emekli,,709,100,1951,2,Taahhütsüz,otomatik odeme,2019-03-16,7,EVET,iOS,0
CUS-100664,665,Can Kaya,24,Erkek,ISTANBUL,lisans ,,86780,,73,3030,0,Taahhütsüz,PayPal,2018-12-08,22,No,iOS,0
CUS-101271,1272,Elif Koç,4,kadın,Antalya,Yüksek Lisans,tam zamanli,,544,43,1758,0,,kredi karti,2021-11-04,1,Evet,IOS,0
CUS-100067,68,Ali Çelik,38,,Konya,Yüksek Lisans,Emekli,11348,571,30,1146,1,Taahhütsüz,kredi karti,,2,1,Unknown,0
CUS-100630,631,Mehmet Öz,28,Erkek,Adana,lise,İşsiz,118080,454,98,1862,2,Taahhütsüz,Banka Havalesi,2021-09-08,6,0,web ,0
CUS-100033,34,Merve Yılmaz,37,erkek,,Doktora,Emekli,62031,618,23,812,2,24 AY,kredi karti,2017-07-23,12,Evet,Tablet,0
CUS-100874,875,Merve Kaya,46,Erkek,istanbul,Ön Lisans,Serbest,60806,580,47,1246,2,,PayPal,2022-06-14,6,EVET,web ,0
CUS-101759,1760,Elif Demir,33,Erkek,,lise,Part-time,35848,718,,2145,3,24 AY,PayPal,2023-07-15,3,hayir,iOS,0
CUS-101355,1356,Ayşe Yılmaz,54,Belirtmek istemiyor,istanbul,Doktora,tam zamanli,41642,619,92,932,0,24 AY,Kredi Kartı,2021-02-28,6,Yes,IOS,0
CUS-100993,994,Emre Aydın,26,Erkek,ISTANBUL,Ön Lisans,Öğrenci,,622,26,3376,0,2 Yıllık,Banka Havalesi,2022-04-23,3,1,web ,0
CUS-100893,894,Ayşe Koç,49,,ISTANBUL,Yüksek Lisans,Yarı Zamanlı,25413,573,67,1084,4,Aylık,otomatik odeme,2019-03-28,2,1,IOS,1
CUS-101666,1667,Burak Çelik,41,Erkek,Ankara,Lise,Tam Zamanlı,53813,769,20,255,2,12 ay,PayPal,2018-11-03,,0,web ,0
CUS-100658,659,Merve Aydın,68,erkek,ankara ,Lise,İşsiz,62036,568,51,2208,2,aylik,kredi karti,2020-10-28,2,Evet,web ,0
CUS-101614,1615,Elif Kurt,31,kadın,ankara ,lisans ,Serbest,18346,712,93,1206,2,1 Yıllık,PayPal,,3,Yes,IOS,0
CUS-100837,838,Elif Kurt,43,,antalya,Doktora,Emekli,31895,706,115,1674,3,24 AY,Otomatik Ödeme,2019-06-20,9,hayir,Web,1
CUS-100774,775,Mehmet Koç,46,kadın,Izmir,Yüksek Lisans,tam zamanli,56670,800,94,1196,2,1 Yıllık,,2021-06-26,5,Hayır,android,0
CUS-101767,1768,Can Aydın,34,Kadın,İstanbul,,tam zamanli,104322,,36,2122,1,Taahhütsüz,,2025-02-22,16,Yes,web ,0
CUS-100130,131,Mehmet Kaya,44,Belirtmek istemiyor,Bursa,,Yarı Zamanlı,76645,566,73,2151,0,24 AY,EFT,2018-06-01,17,Evet,android,0
CUS-101824,1825,Mehmet Yılmaz,47,Kadın,İzmir,Y. Lisans,İşsiz,24873,726,34,2077,2,24 AY,kredi karti,2019-04-05,3,0,web ,0
CUS-100018,19,Derya Kaya,,kadın,antalya,Bilinmiyor,Serbest,40459,690,6,50,2,,Nakit,2023-03-27,2,0,Web,0
CUS-100643,644,Zeynep Şahin,51,kadın,istanbul,Bilinmiyor,İşsiz,27441,601,102,783,2,2 Yıllık,EFT,2019-05-11,7,,web ,0
CUS-100361,362,Ayşe Yılmaz,14,Belirtmek istemiyor,ISTANBUL,Ön Lisans,Tam Zamanlı,42638,777,22,1311,0,Aylık,,2025-04-03,11,hayir,web ,0
CUS-100341,342,Elif Şahin,19,,Konya,lisans ,,24065,650,24,2017,,,PayPal,2018-11-19,1,Hayır,Android,0
CUS-100045,46,Elif Kaya,46,Female,istanbul,Yüksek Lisans,Tam Zamanlı,83673,748,29,1588,0,Taahhütsüz,Kredi Kartı,2022-02-13,4,hayir,Web,0
CUS-101360,1361,Merve Öz,51,kadın,ankara ,Bilinmiyor,Part-time,19808,652,28,805,3,24 AY,Banka Havalesi,2019-04-12,10,1,android,0
CUS-101391,1392,Derya Öz,32,Female,istanbul,Ön Lisans,Tam Zamanlı,61003,766,12,1678,0,12 ay,EFT,2023-08-04,10,Hayır,Web,0
CUS-100975,976,Derya Arslan,57,Kadın,Antalya,Y. Lisans,Emekli,25445,812,78,1707,0,Taahhütsüz,Otomatik Ödeme,2021-01-11,8,,IOS,0
CUS-100308,309,Emre Koç,15,KADIN,ankara ,Doktora,Yarı Zamanlı,29553,690,74,1005,2,2 Yıllık,otomatik odeme,2025-08-23,1,Hayır,web ,0
CUS-100509,510,Ayşe Arslan,37,kadın,,Y. Lisans,Self-employed,74109,707,111,3508,0,12 ay,Kredi Kartı,2017-05-14,15,hayir,IOS,0
CUS-100063,64,Zeynep Arslan,43,Kadın,Antalya,Lisans,Yarı Zamanlı,55075,678,3,870,1,Taahhütsüz,Otomatik Ödeme,2025-02-13,6,No,iOS,1
CUS-101467,1468,Derya Şahin,40,,İstanbul,Yüksek Lisans,İşsiz,83090,50,85,657,1,Taahhütsüz,Banka Havalesi,2025-06-09,18,No,android,0
CUS-101909,1910,Mehmet Çelik,35,erkek,ISTANBUL,Lisans,Yarı Zamanlı,28054,689,24,1318,1,2 Yıllık,EFT,2019-11-18,15,EVET,iOS,0
CUS-101562,1563,Ali Şahin,29,Male,BURSA,lisans ,Öğrenci,23985,530,121,1469,3,aylik,otomatik odeme,2017-06-04,3,Evet,Android,0
CUS-100822,823,Burak Arslan,29,Belirtmek istemiyor,antalya,Bilinmiyor,Öğrenci,1390560,420,,3443,2,,Kredi Kartı,2020-02-13,3,EVET,Unknown,0
CUS-101179,1180,Zeynep Kurt,43,kadın,ISTANBUL,Lisans,Part-time,37409,492,112,1903,0,aylik,Kredi Kartı,not_a_date,8,1,Unknown,0
CUS-100260,261,Elif Şahin,59,KADIN,İzmir,Ön Lisans,İşsiz,23816,669,23,2625,1,Aylık,Banka Havalesi,2024-05-08,9,1,Android,0
CUS-100174,175,Burak Kurt,59,Diğer,ankara ,Doktora,Serbest,29075,651,117,3567,1,12 ay,Kredi Kartı,2019-05-13,12,0,Tablet,0
CUS-101331,1332,Emre Yılmaz,38,KADIN,ankara ,Ön Lisans,Part-time,106897,745,73,1428,3,aylik,Kredi Kartı,2025-04-10,3,Evet,Android,0
CUS-101020,1021,Derya Öz,42,KADIN,İzmir,Bilinmiyor,,20322,606,24,2594,1,aylik,otomatik odeme,2024-08-15,9,EVET,web ,0
CUS-101130,1131,Ali Aydın,36,Male,istanbul,Lise,Öğrenci,21323,600,74,1779,1,aylik,,2023-10-12,13,EVET,IOS,0
CUS-102008,2009,Derya Çelik,44,kadın,Adana,Bilinmiyor,Part-time,24514,654,76,464,0,1 Yıllık,Nakit,2021-07-13,2,,Android,0
CUS-100362,363,Merve Kaya,-7,Erkek,Bursa,Bilinmiyor,Öğrenci,63881,763,107,,,Aylık,Kredi Kartı,2018-02-13,7,,IOS,0
CUS-100591,592,Can Arslan,35,Diğer,İzmir,lise,Yarı Zamanlı,111663,534,33,1309,45,Taahhütsüz,EFT,2022-08-19,4,0,Tablet,1
CUS-101285,1286,Zeynep Yılmaz,23,,Izmir,Bilinmiyor,tam zamanli,55832,599,87,1999,3,aylik,kredi karti,2025-06-07,11,EVET,iOS,0
CUS-100491,492,Merve Öz,29,,antalya,lise,Yarı Zamanlı,22497,616,91,1828,0,Aylık,otomatik odeme,2020-06-03,14,Evet,Tablet,0
CUS-100702,703,Burak Kaya,45,Female,antalya,lisans ,Öğrenci,27815,604,7,1997,,12 ay,otomatik odeme,2017-07-08,8,Yes,Web,0
CUS-101664,1665,Burak Yılmaz,62,Female,Adana,Lisans,Emekli,19391,655,110,1115,0,12 ay,Kredi Kartı,2020-03-28,,0,web ,0
CUS-100968,969,Ayşe Demir,47,Belirtmek istemiyor,Konya,Doktora,Tam Zamanlı,10499,668,82,2134,0,24 AY,Nakit,2022-04-01,,Yes,Web,0
CUS-100214,215,Mehmet Koç,39,KADIN,Adana,Bilinmiyor,Öğrenci,,637,70,839,2,aylik,Kredi Kartı,2020-08-25,3,1,Android,0
CUS-101793,1794,Burak Koç,49,Male,Ankara,Lisans,İşsiz,61332,9999,82,785,1,Taahhütsüz,kredi karti,2017-07-18,2,0,android,0
CUS-100751,752,Ayşe Kaya,48,Male,antalya,Ön Lisans,Serbest,92034,728,49,3037,1,2 Yıllık,EFT,2020-10-03,4,EVET,Web,0
CUS-101686,1687,Emre Kaya,28,kadın,Unknown,lisans ,Yarı Zamanlı,34022,875,22,1945,1,24 AY,Banka Havalesi,2019-01-27,,Yes,,0
CUS-101194,1195,Burak Kaya,23,kadın,Gaziantep,Yüksek Lisans,Yarı Zamanlı,,650,110,1242,0,1 Yıllık,Nakit,2017-07-26,1,Yes,Tablet,0
CUS-101861,1862,Elif Koç,22,Erkek,İzmir,,Serbest,,593,10,3449,0,,Nakit,2021-03-11,3,1,Unknown,0
CUS-101697,1698,Ayşe Arslan,,Diğer,Unknown,Doktora,İşsiz,44822,493,121,,1,2 Yıllık,EFT,2023-05-17,6,Evet,Unknown,0
CUS-101083,1084,Mehmet Kaya,52,kadın,ISTANBUL,Lisans,Self-employed,36766,562,30,609,1,aylik,Otomatik Ödeme,2020-01-03,4,hayir,android,0
CUS-102062,2063,Derya Öz,57,Kadın,Konya,Doktora,tam zamanli,18478,476,27,1246,1,1 Yıllık,,2020-04-22,14,No,Tablet,0
CUS-101826,1827,Merve Aydın,54,KADIN,İzmir,lisans ,Tam Zamanlı,74331,752,115,50,2,aylik,Kredi Kartı,2024-06-06,8,1,Web,0
CUS-101488,1489,Mehmet Kaya,46,erkek,BURSA,Yüksek Lisans,Öğrenci,12310,566,76,1516,0,2 Yıllık,otomatik odeme,2020-06-10,7,Evet,Android,0
CUS-101401,1402,Can Kaya,45,Female,Izmir,Doktora,Emekli,49483,679,76,2429,0,Aylık,EFT,2017-10-23,5,hayir,Tablet,0
CUS-100662,663,Ayşe Yılmaz,42,Diğer,antalya,Ön Lisans,Yarı Zamanlı,45311,,78,1818,0,1 Yıllık,kredi karti,2019-05-22,16,Yes,Android,0
CUS-101461,1462,Ali Çelik,40,erkek,İzmir,Y. Lisans,İşsiz,36157,690,48,1521,3,2 Yıllık,PayPal,2024-02-08,12,1,Web,0
